Code,Description,Work Type,Labor Hours,FRT
00000010,Remote – Education,Over The Air,0.0,0.0
00002600,Perform Visual Inspection for Vehicle Chassis Damage (China),Inspection,0.15,0.15
00002700,Underbody Damage Inspection (By Machine),Inspection,0.0,0.0
00003294,New Zealand-Inspect and Provide Certification of Loading (COL) ,Fee,0.25,0.25
00003815,CEV subsidy support (Japan),Sublet,0.0,0.0
00004107,Alert Diagnosis - Repair,General diagnosis conclusion,0.06,0.06
00004108,Alert Diagnosis (Repair) - Create New Service Activity for Repair,Test/Adjust,0.06,0.06
00004440, New Zealand - Change of Vehicle Use,Fee,0.17,0.17
00005220,Re-examination of Vehicle for ACT Roadworthiness Within 1 Calendar Month (AU),Inspection,0.5,0.5
00005759,Pre-Warranty Expire Inspection (China),Inspection,0.6,0.6
00005760,Pre-warranty inspection for Japan,Inspection,0.25,0.25
00005914,Service Collision Estimate,Inspection,0.0,0.0
00006744,Engineering Vehicle in Service (Support),Maintenance,0.0,0.0
00007192,Outside Influence or Vehicle Modified - Additional Work Required,Modify,0.0,0.0
00007735,Perform Inspection for ACT Roadworthiness for Motor Vehicles Not Exceeding 4.5 Tonnes GVM (AU),Inspection,0.5,0.5
00008534,New Zealand-Inspect and Provide Certificate of Fitness (COF) ,Fee,0.75,0.75
00008598,Tesla Body Repair - Menu Pricing,Test/Adjust,1.0,1.0
00009055,Mobile Visit Fee (Japan),Fee,0.0,0.0
00009186,Tesla Insurance Rental,Test/Adjust,0.0,0.0
00014105,1 Year/12500 Mile/20000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
00014205,2 Year/25000 Mile/40000 km Service (Pre-paid Plan only),Maintenance,3.8,3.8
00014305,3 Year/37500 Mile/60000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
00014405,4 Year/50000 Mile/80000 km Service (Pre-paid Plan Only),Maintenance,3.9,3.9
00014505,5 Year/62500 Mile/100000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
00014705,6 Year/75000 Mile/120000 km Service (Pre-paid plan only),Maintenance,3.8,3.8
00014805,7 Year/87500 Mile/140000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
00014905,8 Year/100000 Mile/160000 km Service (Pre-paid Plan Only),Maintenance,3.9,3.9
00015005,9 Year/112500 Mile/180000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
00015205,10 Year/125000 Mile/200000 km Service (Pre-paid Plan Only),Maintenance,3.8,3.8
00015305,11 Year/137500 Mile/220000 km Service (Pre-paid Plan Only) (Add Necessary Parts and Labor Separately),Maintenance,0.15,0.15
00015405,12 Year/150000 Mile/240000 km Service (Pre-paid Plan Only),Maintenance,3.9,3.9
00020003,Firmware Update,Over The Air,0.06,0.06
00020007,Firmware Update - Garage,Update,0.05,0.05
00020008,Firmware Reinstall - Toolbox,Restore,0.06,0.06
00020010,Remote – Known Characteristic of Current Firmware,Over The Air,0.25,0.25
00020018,Firmware Reinstall - Touchscreen,Restore,0.05,0.05
00020020,Remote – Over the Air Update,Over The Air,0.25,0.25
00020104,Additional Work Required - Firmware Update/Reinstall Troubleshooting,General Diagnosis,0.0,0.0
00021003,Firmware Redeploy - Touchscreen,Module Reset/Reflashed,0.0,0.0
00022008,User Data (Factory Reset),Restore,0.05,0.05
00023003,Clear Filesystem Caches,Module Reset/Reflashed,0.05,0.05
00027003,Salvage Vehicles Quote (China),Fee,3.0,3.0
00030100,PDI (Without Test Drive),Inspection,0.0,0.0
00030101,Vehicle Receiving Inspection,Inspection,0.0,0.0
00030300,Perform North Carolina State Inspection,Inspection,0.2,0.2
00030400,Courtesy Inspection,Inspection,0.0,0.0
00030410,Vehicle Health Check,Inspection,1.5,1.5
00030420,Four Wheel Check (on Lift),Test/Adjust,0.3,0.3
00030600,Perform China Safety Inspection,Inspection,1.0,1.0
00030700,Perform General Inspection,Inspection,0.96,0.96
00030701,Perform General Inspection (No Issue Found),Inspection,0.5,0.5
00030702,Perform Accident Vehicle Inspection (China),Fee,0.0,0.0
00030800,Perform Belgium Safety Inspection,Test/Adjust,1.0,1.0
00030900,Perform Hawaii State Inspection,Inspection,0.75,0.75
00031000,Perform New York State Inspection,Inspection,0.4,0.4
00031100,Perform Missouri State Inspection,Inspection,0.4,0.4
00031300,Vehicle Transfer Inspection,Inspection,0.1,0.1
00031400,Out Of Province Inspection - Alberta (Inspection),Inspection,1.2,1.2
00031500,Perform Nova Scotia Provincial Motor Vehicle Inspection,Inspection,0.5,0.5
00031510,Perform Nova Scotia Provincial Motor Vehicle Inspection (Replacement Sticker),Inspection,0.1,0.1
00031520,Perform Ontario Provincial Motor Vehicle Inspection,Inspection,1.0,1.0
00031600,Perform Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,1.0,1.0
00031700,Perform Etterkontroll Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,0.4,0.4
00031800,Perform Netherlands MOT Inspection (Tesla),Inspection,0.5,0.5
00031900,Perform Netherlands MOT Inspection (Non-Tesla),Inspection,0.5,0.5
00032000,Used Vehicle Inspection,Inspection,0.96,0.96
00032100,Used Vehicle Final Quality Check,Inspection,0.3,0.3
00032200,Pre-Loaner Vehicle Inspection,Inspection,1.0,1.0
00032201,Loaner Registration Confirmation,Inspection,0.2,0.2
00032300,Pre - delivery Inspection for Retired Marketing Vehicle (China),Inspection,0.9,0.9
00032400,Used Vehicle Inspection,Inspection,0.0,0.0
00032500,Shaken Inspection (Japan),Inspection,1.0,1.0
00032600,SUBLET - Perform Germany MOT Inspection,Sublet,0.0,0.0
00032700,Perform Germany MOT Pre-Inspection and Headlamp Adjustment,Inspection,0.6,0.6
00032800,Perform Austria MOT Pre-Inspection and Headlamp Adjustment,Inspection,0.6,0.6
00032900,German UVV (Unfallverhütungsvorschfrift) Accident Prevention Regulations,Inspection,0.7,0.7
00033200,VIC Roadworthy Safety Inspection (RWC),Inspection,1.5,1.5
00033300,New Hampshire State Inspection,Inspection,0.6,0.6
00033400,Perform PRI Pre-Inspection,Test/Adjust,0.6,0.6
00033500,Remote System Check(Japan Shaken Inspection),Inspection,0.15,0.15
00034000,Perform Total Loss Vehicle (Soaking in Water) Inspection (China),Test/Adjust,32.0,32.0
00034201,Perform Body Shop Final Inspection(China),Inspection,0.35,0.35
00034300,TC support TAB Vehicle Configuration Change,Test/Adjust,0.2,0.2
00035000,Shaken Pre-inspection (Japan Only),Maintenance,0.5,0.5
00035100,Annual Service Inspection – Shaken Pre Inspected (Japan),Inspection,2.5,2.5
00035200,Used Vehicle Inspection (Japan),Inspection,2.5,2.5
00037000,Perform Final Inspection China,Inspection,0.0,0.0
00038000,Global Press Vehicle inspection,Inspection,4.26,4.26
00038100,Extended Warranty Admin Work (China),Fee,0.3,0.3
00039000,Used Vehicle Intake Inspection (UVIS Only),Inspection,0.0,0.0
00039100,Extend Warranty Agreement Inspection (China),Inspection,0.75,0.75
00039200,Vehicle Inspection at the Customer's Request (Korea),Inspection,0.6,0.6
00039201,Detailed Vehicle Inspection at the Customer's Request （Korea)）,Inspection,1.0,1.0
00039400,Repossessions and Recoveries Inspection,Inspection,0.5,0.5
00040100,Perform Post-Repair Validation Test Drive,Test/Adjust,0.3,0.3
00040900,Virginia Safety Inspection,Inspection,0.5,0.5
00041000,Annual Service Inspection (Japan Only),Inspection,2.0,2.0
00041100,NSW e-Safety Inspection (Pink Slip),Inspection,0.3,0.3
00041110,NSW e-Safety Inspection (Blue Slip),Inspection,0.7,0.7
00042000,Warrant of Fitness - New Zealand,Inspection,1.0,1.0
00050104,Additional Work Required - ODIN Routine Troubleshooting,General Diagnosis,0.1,0.1
00051000,Annual Service Inspection - Shaken (Japan),Inspection,2.0,2.0
00051100,QLD Roadworthy Safety Inspection (RWC),Inspection,0.75,0.75
00052000,Used Vehicle Inspection for China,Test/Adjust,1.5,1.5
00100004,General Diagnosis,General Diagnosis,0.5,0.5
00100014,Diagnosis: Unable to Replicate Concern,General diagnosis conclusion,0.0,0.0
00100024,Remote Diagnosis,Remote Diagnostics,0.3,0.3
00100025,Remote Diagnosis: Customer Declined ,Remote Diagnostics,0.0,0.0
00901320,Install Ceramic Coating,Retrofit,2.5,2.5
10000004,Adjustment: Body / Closure Components,Test/Adjust,0.4,0.4
10000105,Jack Mode Activation,Test/Adjust,0.06,0.06
100002091,Auto Diagnostics,Remote Diagnostics,0.0,0.0
10010006,"Customer Delayed Collecting Vehicle, Occupying Tesla Premises",Fee,0.0,0.0
10010007,Tesla Body Repair - Paint Supplies,Body Shop,0.0,0.0
10010008,Tesla Body Repair - Miscellaneous Labor,Body Shop,0.0,0.0
10010009,Storage Fees,Body Shop,1.0,1.0
10010010,Tesla Body Repair - Frame Labor,Body Shop,0.0,0.0
10010011,Tesla Body Repair - Structural,Body Shop,0.0,0.0
10010012,Tesla Body Structural - Sheet Metal Quotation,Test/Adjust,0.6,0.6
10010014,Tesla Body Structural - Sheet Metal Repair,Restore,1.0,1.0
10010015,Tesla Body Structural - Reassemble Parts,Test/Adjust,1.0,1.0
10010016,Tesla Body Repair - Aluminum Labor,Body Shop,0.0,0.0
10011001,Fascia Assembly - Front (Remove & Install),Remove and Install,0.66,0.66
10011002,Fascia Assembly - Front (Remove & Replace),Remove and Replace,1.32,1.32
10011011,Cover - Tow Hook - Front (Remove & Install)	,Remove and Install,0.06,0.06
10011012,Bracket - Fascia To Fender - LH (Remove & Replace),Remove and Replace,0.3,0.3
10011058,Fascia Assembly - Front (Refinish),Restore,4.5,4.5
10011069,Fascia Front Replacement And Paint-CN Only,Paint Work,4.02,4.02
10011070,Fascia Front Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.52,1.52
10011071,Fascia Front Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011072,Fascia Front Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011073,Fascia Front Replacement And Paint - Painting-CN Only,Paint Work,0.8,0.8
10011074,Fascia Front Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011075,Fascia Front Removal Refit And Paint-CN Only,Paint Work,3.8,3.8
10011076,Fascia Front Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.1,1.1
10011077,Fascia Front Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
10011079,Fascia Front Removal Refit And Paint - Painting-CN Only,Paint Work,0.8,0.8
10011080,Fascia Front Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011081,Fender Assembly Front LH Replacement And Paint-CN Only,Paint Work,3.46,3.46
10011082,Fender Assembly Front LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.26,1.26
10011083,Fender Assembly Front LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011084,Fender Assembly Front LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.5,0.5
10011085,Fender Assembly Front LH Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011086,Fender Assembly Front LH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011087,Fender Assembly Front LH Removal Refit And Paint-CN Only,Paint Work,2.28,2.28
10011089,Fender Assembly Front LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.33,0.33
10011090,Fender Assembly Front LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.25,0.25
10011091,Fender Assembly Front LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011092,Fender Assembly Front LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011093,Fender Assembly Front RH Replacement And Paint-CN Only,Paint Work,3.46,3.46
10011094,Fender Assembly Front RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.26,1.26
10011095,Fender Assembly Front RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011096,Fender Assembly Front RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.5,0.5
10011097,Fender Assembly Front RH Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011098,Fender Assembly Front RH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011099,Fender Assembly Front RH Removal Refit And Paint-CN Only,Paint Work,2.28,2.28
10011100,Fender Assembly Front RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.6,0.6
10011101,Bumper Beam - Front (Remove & Install),Remove and Install,0.48,0.48
10011102,Bumper Beam - Front (Remove & Replace),Remove and Replace,0.48,0.48
10011103,Fender Assembly Front RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011104,Fender Assembly Front RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011105,Hood Assembly Replacement And Paint-CN Only,Paint Work,3.16,3.16
10011106,Hood Assembly Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.36,0.36
10011107,Hood Assembly Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011109,Hood Assembly Replacement And Paint - Painting-CN Only,Paint Work,1.0,1.0
10011110,Hood Assembly Replacement And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011111,Bracket - Fascia To Fender - RH (Remove & Install),Remove and Install,0.3,0.3
10011112,Bracket - Fascia To Fender - RH (Remove & Replace),Remove and Replace,0.3,0.3
100111123,Putty filler (L)-CN Only,Refinish,1.44,1.44
100111124,Steel Cosmetic (S)-CN Only,Repair,1.0,1.0
100111125,Steel Cosmetic (M)-CN Only,Repair,1.5,1.5
100111126,Steel Cosmetic (L)-CN Only,Repair,2.5,2.5
100111127,Alumiunm Cosmetic (S)-CN Only,Repair,1.0,1.0
100111128,Alumiunm Cosmetic (M)-CN Only,Repair,1.5,1.5
100111129,Alumiunm Cosmetic (L)-CN Only,Repair,2.5,2.5
10011113,Hood Assembly Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
100111130,Alumiunm Cosmetic (XL)-CN Only,Repair,3.0,3.0
100111131,Plastic cosmetic (S)-CN Only,Repair,0.5,0.5
100111132,Plastic cosmetic (M)-CN Only,Repair,1.0,1.0
100111133,Plastic cosmetic (L)-CN Only,Repair,1.5,1.5
100111134,test ,Repair,0.5,0.5
10011114,Hood Assembly Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.35,0.35
10011115,Hood Assembly Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011116,Hood Assembly Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011117,Front Door RH Replacement And Paint-CN Only,Paint Work,4.96,4.96
10011118,Front Door RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,2.36,2.36
10011119,Front Door RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.7,0.7
10011120,Front Door RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011123,Front Door RH Removal Refit And Paint-CN Only,Paint Work,3.51,3.51
10011124,Front Door RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.13,1.13
10011125,Front Door RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.53,0.53
10011126,Front Door RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.55,0.55
10011127,Front Door RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.8,0.8
10011128,Front Door RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011129,Rear Door LH Replacement And Paint-CN Only,Paint Work,9.03,9.03
10011130,Rear Door LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,6.33,6.33
10011131,Rear Door LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.7,0.7
10011132,Rear Door LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011133,Rear Door LH Replacement And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011134,Rear Door LH Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011135,Rear Door LH Removal Refit And Paint-CN Only,Paint Work,4.76,4.76
10011136,Rear Door LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.88,1.88
10011137,Rear Door LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.73,0.73
10011138,Rear Door LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.65,0.65
10011139,Rear Door LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011140,Rear Door LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011141,Rear Door RH Replacement And Paint-CN Only,Paint Work,9.03,9.03
10011142,Rear Door RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,6.33,6.33
10011143,Rear Door RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.7,0.7
10011144,Rear Door RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011145,Rear Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011146,Rear Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011147,Rear Door RH Removal Refit And Paint-CN Only,Paint Work,5.28,5.28
10011148,Rear Door RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.88,1.88
10011149,Rear Door RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.73,0.73
10011150,Rear Door RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.65,0.65
10011151,Rear Door RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011152,Rear Door RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011153,Quarter Outer Skin LH Removal Refit And Paint-CN Only,Paint Work,3.84,3.84
10011154,Quarter Outer Skin LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.76,1.76
10011155,Quarter Outer Skin LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
10011156,Quarter Outer Skin LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.45,0.45
10011157,Quarter Outer Skin LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011158,Quarter Outer Skin LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011159,Quarter Outer Skin RH Removal Refit And Paint-CN Only,Paint Work,3.84,3.84
10011160,Quarter Outer Skin RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.76,1.76
10011161,Quarter Outer Skin RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
10011162,Quarter Outer Skin RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.45,0.45
10011163,Quarter Outer Skin RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011164,Quarter Outer Skin RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011165,Trunk Replacement And Paint-CN Only,Paint Work,6.67,6.67
10011166,Trunk Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,3.87,3.87
10011167,Trunk Replacement And Paint - Sealer Spary-CN Only,Refinish,0.7,0.7
10011168,Trunk Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011169,Trunk Replacement And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011170,Trunk Replacement And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011171,Trunk Removal Refit And Paint-CN Only,Paint Work,3.4,3.4
10011172,Trunk Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.02,1.02
10011173,Trunk Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
10011174,Trunk Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.45,0.45
10011175,Trunk Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011176,Trunk Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011177,Fascia Rear Upper Replacement And Paint-CN Only,Paint Work,3.22,3.22
10011178,Fascia Rear Upper Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.72,0.72
10011179,Fascia Rear Upper Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011180,Fascia Rear Upper Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.5,0.5
10011181,Fascia Rear Upper Replacement And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011182,Fascia Rear Upper Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011183,Fascia Rear Upper Removal Refit And Paint-CN Only,Paint Work,2.64,2.64
10011184,Fascia Rear Upper Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.96,0.96
10011185,Fascia Rear Upper Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.23,0.23
10011186,Fascia Rear Upper Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.25,0.25
10011187,Fascia Rear Upper Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011188,Fascia Rear Upper Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011189,Fascia Front Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.45,0.45
10011190,Fender Assembly Front LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.6,0.6
10011191,Fender Assembly Front RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.33,0.33
10011192,Fender Assembly Front RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.25,0.25
10011193,Hood Assembly Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011194,Hood Assembly Removal Refit And Paint-CN Only,Paint Work,2.66,2.66
10011195,Hood Assembly Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.38,0.38
10011196,Front Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.8,0.8
10011197,Front Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011199,Putty filler (S)-CN Only,Refinish,0.52,0.52
10011200,Putty filler (M)-CN Only,Refinish,1.13,1.13
10011203,Trunk Replacement And Paint - Glass Incl. Disassembly & Install-CN Only,Remove and Install,0.38,0.38
10011230,Applique Rear Spoiler Replacement And Paint-CN Only,Paint Work,1.8,1.8
10011231,Applique Rear Spoiler Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.6,0.6
10011232,Applique Rear Spoiler fascia Replacement And Paint - Sealer Spary-CN Only,Refinish,0.3,0.3
10011233,Applique Rear Spoiler fascia Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.3,0.3
10011234,Applique Rear Spoiler fascia Replacement And Paint - Painting-CN Only,Paint Work,0.4,0.4
10011235,Applique Rear Spoiler Replacement And Paint - Polishing-CN Only,Paint Work,0.2,0.2
10011236,Applique Rear Spoiler Replacement And Paint-CN Only,Paint Work,1.8,1.8
10011237,Applique Rear Spoiler Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.6,0.6
10011238,Applique Rear Spoiler Replacement And Paint - Sealer Spary-CN Only,Refinish,0.3,0.3
10011239,Applique Rear Spoiler Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.3,0.3
10011240,Applique Rear Spoiler Replacement And Paint - Painting-CN Only,Paint Work,0.4,0.4
10011241,Applique Rear Spoiler Replacement And Paint - Polishing-CN Only,Paint Work,0.2,0.2
10011312,Ankle Catcher Assembly - LH,Remove and Replace,0.24,0.24
10011322,Ankle Catcher Assembly - RH,Remove and Replace,0.24,0.24
10012101,Skid Plate Chin Spoiler (Remove & Install),Remove and Install,0.25,0.25
10012102,Skid Plate Chin Spoiler (Remove & Replace),Remove and Replace,0.3,0.3
10012201,Valance - Front Fascia (Remove & Install),Remove and Install,0.66,0.66
10012202,Valance - Front Fascia (Remove & Replace),Remove and Replace,0.66,0.66
10012601,Bright Trim - Upper Grille (Remove & Install),Remove and Install,0.5,0.5
10012602,Bright Trim - Upper Grille (Remove & Replace),Remove and Replace,0.6,0.6
10012701,Grille - Front Upper (Remove & Install),Remove and Install,0.1,0.1
10012702,Grille - Front Upper (Remove & Replace),Remove and Replace,0.12,0.12
10012801,Surround - Grille - Front Upper (Remove & Install),Remove and Install,0.12,0.12
10012802,Surround - Grille - Front Upper (Remove & Replace),Remove and Replace,0.12,0.12
10012901,Fascia Assembly - Rear - Lower (Remove & Install),Remove and Install,1.0,1.0
10012902,Fascia Assembly - Rear - Lower (Remove & Replace),Remove and Replace,1.2,1.2
10012921,Carrier - Grille - Front Upper (Remove & Install),Remove and Install,0.12,0.12
10012922,Carrier - Grille - Front Upper (Remove & Replace),Remove and Replace,0.12,0.12
10013001,Fascia Assembly - Rear (Remove & Install),Remove and Install,0.96,0.96
10013002,Fascia Assembly - Rear (Remove & Replace),Remove and Replace,0.72,0.72
10013101,Bumper Assembly - Rear (Remove & Install),Remove and Install,0.54,0.54
10013102,Bumper Assembly - Rear (Remove & Replace),Remove and Replace,0.54,0.54
10014001,Cover - Tow Hook - Front (Remove & Install),Remove and Install,0.05,0.05
10014002,Cover - Tow Hook - Front (Remove & Replace),Remove and Replace,0.06,0.06
10014101,Bracket - Bumper - Rear - LH (Remove & Install),Remove and Install,0.3,0.3
10014102,Bracket - Bumper - Rear - LH (Remove & Replace),Remove and Replace,0.36,0.36
10014201,Bracket - Bumper - Rear - RH (Remove & Install),Remove and Install,0.3,0.3
10014202,Bracket - Bumper - Rear - RH (Remove & Replace),Remove and Replace,0.36,0.36
10014301,Bracket - Bumper - Rear - Center (Remove & Install),Remove and Install,0.36,0.36
10014302,Bracket - Bumper - Rear - Center (Remove & Replace),Remove and Replace,0.36,0.36
10014601,Air Extractor -  Rear - Outer - LH (Remove & Install),Remove and Install,0.3,0.3
10014602,Air Extractor -  Rear - Outer - LH (Remove & Replace),Remove and Replace,0.3,0.3
10014701,Air Extractor -  Rear - Inner - LH (Remove & Install),Remove and Install,0.25,0.25
10014702,Air Extractor -  Rear - Inner - LH (Remove & Replace),Remove and Replace,0.3,0.3
10014801,Air Extractor -  Rear - Inner - RH (Remove & Install),Remove and Install,0.25,0.25
10014802,Air Extractor -  Rear - Inner - RH (Remove & Replace),Remove and Replace,0.3,0.3
10014901,Air Extractor -  Rear - Outer - RH (Remove & Install),Remove and Install,0.3,0.3
10014902,Air Extractor -  Rear - Outer - RH (Remove & Replace),Remove and Replace,0.3,0.3
10015001,Grille - Front Lower (Remove & Install),Remove and Install,0.65,0.65
10015002,Grille - Front Lower (Remove & Replace),Remove and Replace,0.78,0.78
10015201,Panel - Closing - Lower - Front Fascia (Remove & Install),Remove and Install,0.65,0.65
10015202,Panel - Closing - Lower - Front Fascia (Remove & Replace),Remove and Replace,0.78,0.78
10015301,Panel - Closing - Upper - Front Fascia (Remove & Install),Remove and Install,0.6,0.6
10015302,Panel - Closing - Upper - Front Fascia (Remove & Replace),Remove and Replace,0.72,0.72
10015401,Spear - Fog Light - Upper - LH (Remove & Install),Remove and Install,0.72,0.72
10015402,Spear - Fog Light - Upper - LH (Remove & Replace),Remove and Replace,0.72,0.72
