Code,Description,Work Type,Labor Hours,FRT
00000010,Remote – Education,Over The Air,0.0,0.0
00002600,Perform Visual Inspection for Vehicle Chassis Damage (China),Inspection,0.15,0.15
00002700,Underbody Damage Inspection (By Machine),Inspection,0.0,0.0
00003294,New Zealand-Inspect and Provide Certification of Loading (COL) ,Fee,0.25,0.25
00003815,CEV subsidy support (Japan),Sublet,0.0,0.0
00004107,Alert Diagnosis - Repair,General diagnosis conclusion,0.06,0.06
00004108,Alert Diagnosis (Repair) - Create New Service Activity for Repair,Test/Adjust,0.06,0.06
00004440, New Zealand - Change of Vehicle Use,Fee,0.17,0.17
00005220,Re-examination of Vehicle for ACT Roadworthiness Within 1 Calendar Month (AU),Inspection,0.5,0.5
00005759,Pre-Warranty Expire Inspection (China),Inspection,0.6,0.6
00005760,Pre-warranty inspection for Japan,Inspection,0.25,0.25
00005914,Service Collision Estimate,Inspection,0.0,0.0
00006094,"Pre-Delivery CH Adapter, Front License Plate Bracket",Retrofit,0.0,0.0
00006744,Engineering Vehicle in Service (Support),Maintenance,0.0,0.0
00007192,Outside Influence or Vehicle Modified - Additional Work Required,Modify,0.0,0.0
00007735,Perform Inspection for ACT Roadworthiness for Motor Vehicles Not Exceeding 4.5 Tonnes GVM (AU),Inspection,0.5,0.5
00008534,New Zealand-Inspect and Provide Certificate of Fitness (COF) ,Fee,0.75,0.75
00008598,Tesla Body Repair - Menu Pricing,Test/Adjust,1.0,1.0
00009055,Mobile Visit Fee (Japan),Fee,0.0,0.0
00009186,Tesla Insurance Rental,Test/Adjust,0.0,0.0
00020003,Software Update,Over The Air,0.06,0.06
00020007,Firmware Update - Garage,Update,0.05,0.05
00020008,Software Reinstall - Toolbox,Restore,0.06,0.06
00020010,Remote – Known Characteristic of Current Firmware,Over The Air,0.25,0.25
00020018,Software Reinstall - Touchscreen,Restore,0.05,0.05
00020020,Remote – Over the Air Update,Over The Air,0.25,0.25
00020104,Additional Work Required - Firmware Update/Reinstall Troubleshooting,General Diagnosis,0.0,0.0
00022008,User Data (Factory Reset),Restore,0.05,0.05
00023003,Clear Filesystem Caches,Module Reset/Reflashed,0.05,0.05
00027003,Salvage Vehicles Quote (China),Fee,3.0,3.0
00030007,Enable Model 3 AWD Acceleration Boost,Modify,0.0,0.0
00030017,Enable Model 3 SR / SR+ Rear Seat Heater OTA Upgrade,Upgrade,0.0,0.0
00030018,Enable Model 3 SR / SR+ Winter Package OTA Upgrade,Upgrade,0.0,0.0
00030100,PDI (Without Test Drive),Inspection,0.12,0.12
00030101,Vehicle Receiving Inspection,Inspection,0.12,0.12
00030300,Perform North Carolina State Inspection,Inspection,0.2,0.2
00030400,Courtesy Inspection,Inspection,0.0,0.0
00030410,Vehicle Health Check,Inspection,1.62,1.62
00030420,Four Wheel Check (on Lift),Test/Adjust,0.3,0.3
00030600,Perform China Safety Inspection,Inspection,1.0,1.0
00030700,Perform General Inspection,Inspection,0.72,0.72
00030701,Perform General Inspection (No Issue Found),Inspection,0.5,0.5
00030702,Perform Accident Vehicle Inspection (China),Fee,0.0,0.0
00030800,Perform Belgium Safety Inspection,Test/Adjust,1.0,1.0
00030853,PDI  Inpsection Without Test Drive (Macau),Inspection,1.0,1.0
00030900,Perform Hawaii State Inspection,Inspection,0.75,0.75
00031000,Perform New York State Inspection,Inspection,0.4,0.4
00031100,Perform Missouri State Inspection,Inspection,0.4,0.4
00031300,Vehicle Transfer Inspection,Inspection,0.1,0.1
00031400,Out Of Province Inspection - Alberta (Inspection),Inspection,1.2,1.2
00031500,Perform Nova Scotia Provincial Motor Vehicle Inspection,Inspection,0.5,0.5
00031510,Perform Nova Scotia Provincial Motor Vehicle Inspection (Replacement Sticker),Inspection,0.1,0.1
00031520,Perform Ontario Provincial Motor Vehicle Inspection,Inspection,1.0,1.0
00031600,Perform Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,1.0,1.0
00031700,Perform Etterkontroll Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,0.4,0.4
00031800,Perform Netherlands MOT Inspection (Tesla),Inspection,0.5,0.5
00031900,Perform Netherlands MOT Inspection (Non-Tesla),Inspection,0.5,0.5
00032000,Used Vehicle Inspection,Inspection,1.02,1.02
00032100,Used Vehicle Final Quality Check,Inspection,0.3,0.3
00032200,Pre-Loaner Vehicle Inspection,Inspection,1.0,1.0
00032201,Loaner Registration Confirmation,Inspection,0.2,0.2
00032300,Pre - delivery Inspection for Retired Marketing Vehicle (China),Inspection,0.4,0.4
00032400,Used Vehicle Inspection,Inspection,0.0,0.0
00032500,Shaken Inspection (Japan),Inspection,1.0,1.0
00032600,SUBLET - Perform Germany MOT Inspection,Sublet,0.0,0.0
00032700,Perform Germany MOT Pre-Inspection and Headlamp Adjustment,Inspection,0.6,0.6
00032800,Perform Austria MOT Pre-Inspection and Headlamp Adjustment,Inspection,0.6,0.6
00032900,German UVV (Unfallverhütungsvorschfrift) Accident Prevention Regulations,Inspection,0.7,0.7
00033200,VIC Roadworthy Safety Inspection (RWC),Inspection,1.5,1.5
00033300,New Hampshire State Inspection,Inspection,0.6,0.6
00033400,Perform PRI Pre-Inspection,Test/Adjust,0.6,0.6
00033500,Remote System Check(Japan Shaken Inspection),Inspection,0.15,0.15
00034000,Perform Total Loss Vehicle (Soaking in Water) Inspection (China),Test/Adjust,32.0,32.0
00034200,Test Drive Vehicles Inspection (China),Inspection,0.35,0.35
00034201,Perform Body Shop Final Inspection(China),Inspection,0.35,0.35
00034300,TC support TAB Vehicle Configuration Change,Test/Adjust,0.2,0.2
00035000,Shaken Pre-inspection (Japan Only),Maintenance,0.5,0.5
00035100,Annual Service Inspection – Shaken Pre Inspected (Japan),Inspection,1.5,1.5
00035200,Used Vehicle Inspection (Japan),Inspection,2.5,2.5
00037000,Perform Final Inspection China,Inspection,0.0,0.0
00038000,Global Press Vehicle inspection,Inspection,6.1,6.1
00038100,Extended Warranty Admin Work (China),Fee,0.3,0.3
00039000,Used Vehicle Intake Inspection (UVIS Only),Inspection,0.0,0.0
00039100,Extend Warranty Agreement Inspection (China),Inspection,0.7,0.7
00039200,Vehicle Inspection at the Customer's Request (Korea),Inspection,0.6,0.6
00039201,Detailed Vehicle Inspection at the Customer's Request （Korea)）,Inspection,1.0,1.0
00039400,Repossessions and Recoveries Inspection,Inspection,0.5,0.5
00040100,Perform Post-Repair Validation Test Drive,Test/Adjust,0.3,0.3
00040900,Virginia Safety Inspection,Inspection,0.5,0.5
00041000,Annual Service Inspection (Japan Only),Inspection,1.0,1.0
00041100,NSW e-Safety Inspection (Pink Slip),Inspection,0.3,0.3
00041110,NSW e-Safety Inspection (Blue Slip),Inspection,0.7,0.7
00042000,Warrant of Fitness - New Zealand,Inspection,1.0,1.0
00042300,Pre - delivery Final Check for Unmatched Inventory Vehicle (China),Inspection,0.0,0.0
00050104,Additional Work Required - ODIN Routine Troubleshooting,General Diagnosis,0.1,0.1
00051000,Annual Service Inspection - Shaken (Japan),Inspection,2.0,2.0
00051100,QLD Roadworthy Safety Inspection (RWC),Inspection,0.75,0.75
00052000,Used Vehicle Inspection for China,Test/Adjust,1.3,1.3
00100004,General Diagnosis,General Diagnosis,0.5,0.5
00100014,Diagnosis: Unable to Replicate Concern,General diagnosis conclusion,0.0,0.0
00100024,Remote Diagnosis,Remote Diagnostics,0.3,0.3
00100025,Remote Diagnosis: Customer Declined ,Remote Diagnostics,0.0,0.0
00901320,Install Ceramic Coating,Retrofit,1.5,1.5
10000004,Adjustment: Body / Closure Components,Test/Adjust,0.4,0.4
10000105,Jack Mode Activation,Test/Adjust,0.06,0.06
100002091,Auto Diagnostics,Remote Diagnostics,0.0,0.0
10010001,Liner Stiffener- Front Wheel House - RH (Remove and Install),Remove and Install,0.05,0.05
10010002,Liner Stiffener- Front Wheel House - RH (Remove and Replace),Remove and Replace,0.06,0.06
10010006,"Customer Delayed Collecting Vehicle, Occupying Tesla Premises",Fee,0.0,0.0
10010007,Tesla Body Repair - Paint Supplies,Body Shop,0.0,0.0
10010008,Tesla Body Repair - Miscellaneous Labor,Body Shop,0.0,0.0
10010009,Storage Fees,Body Shop,1.0,1.0
10010010,Tesla Body Repair - Frame Labor,Body Shop,0.0,0.0
10010011,Tesla Body Repair - Structural,Body Shop,0.0,0.0
10010012,Tesla Body Structural - Sheet Metal Quotation,Test/Adjust,0.6,0.6
10010014,Tesla Body Structural - Sheet Metal Repair,Restore,1.0,1.0
10010015,Tesla Body Structural - Reassemble Parts,Test/Adjust,1.0,1.0
10010016,Tesla Body Repair - Aluminum Labor,Body Shop,0.0,0.0
10010302522,Crush Can Removal Refit or Replacement And Paint-Sealer Spray-CN Only,Paint Work,0.37,0.37
10010302622,Crush Can Removal Refit or Replacement And Paint-Sealer Sanding-CN Only,Paint Work,0.1,0.1
10010302722,Crush Can Removal Refit or Replacement And Paint-Painting-CN Only,Paint Work,0.39,0.39
10011001,Fascia Assembly - Front (Remove & Install),Remove and Install,0.3,0.3
10011002,Fascia Assembly - Front (Remove & Replace),Remove and Replace,0.78,0.78
10011008,Fascia Assembly - Front (Swap),Restore,0.72,0.72
10011011,Cover - Tow Hook - Front (Remove & Install)	,Remove and Install,0.06,0.06
10011012,Bracket - Fascia To Fender - LH (Remove & Replace),Remove and Replace,0.12,0.12
10011021,Cover - Tow Hook (Remove & Install),Remove and Install,0.05,0.05
10011058,Fascia Assembly - Front (Refinish),Restore,4.5,4.5
10011069,Fascia Front Replacement And Paint-CN Only,Paint Work,3.32,3.32
10011070,Fascia Front Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.92,0.92
10011071,Fascia Front Replacement And Paint - Sealer Spary-CN Only,Refinish,0.61,0.61
10011072,Fascia Front Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.59,0.59
10011073,Fascia Front Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011074,Fascia Front Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011075,Fascia Front Removal Refit And Paint-CN Only,Paint Work,3.04,3.04
10011076,Fascia Front Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.64,0.64
10011077,Fascia Front Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.34,0.34
10011079,Fascia Front Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011080,Fascia Front Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011081,Fender Assembly Front LH Replacement And Paint-CN Only,Paint Work,3.0,3.0
10011082,Fender Assembly Front LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.9,0.9
10011083,Fender Assembly Front LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.56,0.56
10011084,Fender Assembly Front LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.54,0.54
10011085,Fender Assembly Front LH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011086,Fender Assembly Front LH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011087,Fender Assembly Front LH Removal Refit And Paint-CN Only,Paint Work,2.26,2.26
10011089,Fender Assembly Front LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.24,0.24
10011090,Fender Assembly Front LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.24,0.24
10011091,Fender Assembly Front LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011092,Fender Assembly Front LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011093,Fender Assembly Front RH Replacement And Paint-CN Only,Paint Work,3.0,3.0
10011094,Fender Assembly Front RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.9,0.9
10011095,Fender Assembly Front RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.56,0.56
10011096,Fender Assembly Front RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.54,0.54
10011097,Fender Assembly Front RH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011098,Fender Assembly Front RH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011099,Fender Assembly Front RH Removal Refit And Paint-CN Only,Paint Work,2.26,2.26
10011100,Fender Assembly Front RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.78,0.78
10011101,Bumper Beam - Front (Remove & Install),Remove and Install,0.84,0.84
10011102,Bumper Beam - Front (Remove & Replace),Remove and Replace,0.84,0.84
10011103,Fender Assembly Front RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011104,Fender Assembly Front RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011105,Hood Assembly Replacement And Paint-CN Only,Paint Work,2.98,2.98
10011106,Hood Assembly Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.48,0.48
10011107,Hood Assembly Replacement And Paint - Sealer Spary-CN Only,Refinish,0.66,0.66
10011109,Hood Assembly Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011110,Hood Assembly Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011111,Bracket - Fascia To Fender - RH (Remove & Install),Remove and Install,0.12,0.12
10011112,Bracket - Fascia To Fender - RH (Remove & Replace),Remove and Replace,0.12,0.12
100111123,Putty filler (L)-CN Only,Refinish,1.44,1.44
100111124,Steel Cosmetic (S)-CN Only,Repair,1.0,1.0
100111125,Steel Cosmetic (M)-CN Only,Repair,1.5,1.5
100111126,Steel Cosmetic (L)-CN Only,Repair,2.5,2.5
100111127,Alumiunm Cosmetic (S)-CN Only,Repair,1.0,1.0
100111128,Alumiunm Cosmetic (M)-CN Only,Repair,1.5,1.5
100111129,Alumiunm Cosmetic (L)-CN Only,Repair,2.5,2.5
10011113,Hood Assembly Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.44,0.44
100111130,Alumiunm Cosmetic (XL)-CN Only,Repair,3.0,3.0
100111131,Plastic cosmetic (S)-CN Only,Repair,0.5,0.5
100111132,Plastic cosmetic (M)-CN Only,Repair,1.0,1.0
100111133,Plastic cosmetic (L)-CN Only,Repair,1.5,1.5
100111134,test ,Repair,0.5,0.5
10011114,Hood Assembly Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.44,0.44
10011115,Hood Assembly Removal Refit And Paint - Painting-CN Only,Paint Work,0.8,0.8
10011116,Hood Assembly Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011117,Front Door RH Replacement And Paint-CN Only,Paint Work,3.68,3.68
10011118,Front Door RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.58,1.58
10011119,Front Door RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.56,0.56
10011120,Front Door RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.54,0.54
10011121,Bracket - Fascia Center To Fender - RH (Remove & Install),Remove and Install,0.0,0.0
10011123,Front Door RH Removal Refit And Paint-CN Only,Paint Work,3.04,3.04
10011124,Front Door RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.96,0.96
10011125,Front Door RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.39,0.39
10011126,Front Door RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.39,0.39
10011127,Front Door RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.8,0.8
10011128,Front Door RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011129,Rear Door LH Replacement And Paint-CN Only,Paint Work,3.72,3.72
10011130,Rear Door LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.22,1.22
10011131,Rear Door LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.66,0.66
10011132,Rear Door LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.64,0.64
10011133,Rear Door LH Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011134,Rear Door LH Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011135,Rear Door LH Removal Refit And Paint-CN Only,Paint Work,2.86,2.86
10011136,Rear Door LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.98,0.98
10011137,Rear Door LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.34,0.34
10011138,Rear Door LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.34,0.34
10011139,Rear Door LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011140,Rear Door LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011141,Rear Door RH Replacement And Paint-CN Only,Paint Work,3.72,3.72
10011142,Rear Door RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.22,1.22
10011143,Rear Door RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.66,0.66
10011144,Rear Door RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.64,0.64
10011145,Rear Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011146,Rear Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011147,Rear Door RH Removal Refit And Paint-CN Only,Paint Work,2.86,2.86
10011148,Rear Door RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.98,0.98
10011149,Rear Door RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.34,0.34
10011150,Rear Door RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.34,0.34
10011151,Rear Door RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011152,Rear Door RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011153,Quarter Outer Skin LH Removal Refit And Paint-CN Only,Paint Work,3.27,3.27
10011154,Quarter Outer Skin LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.78,0.78
10011155,Quarter Outer Skin LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.5,0.5
10011156,Quarter Outer Skin LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.49,0.49
10011157,Quarter Outer Skin LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011158,Quarter Outer Skin LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011159,Quarter Outer Skin RH Removal Refit And Paint-CN Only,Paint Work,3.27,3.27
10011160,Quarter Outer Skin RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.78,0.78
10011161,Quarter Outer Skin RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.5,0.5
10011162,Quarter Outer Skin RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.49,0.49
10011163,Quarter Outer Skin RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011164,Quarter Outer Skin RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011165,Trunk Replacement And Paint-CN Only,Paint Work,3.69,3.69
10011166,Trunk Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.29,1.29
10011167,Trunk Replacement And Paint - Sealer Spary-CN Only,Refinish,0.61,0.61
10011168,Trunk Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.59,0.59
10011169,Trunk Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011170,Trunk Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011171,Trunk Removal Refit And Paint-CN Only,Paint Work,3.62,3.62
10011172,Trunk Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.04,1.04
10011173,Trunk Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.55,0.55
10011174,Trunk Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.53,0.53
10011175,Trunk Removal Refit And Paint - Painting-CN Only,Paint Work,0.9,0.9
10011176,Trunk Removal Refit And Paint - Polishing-CN Only,Paint Work,0.6,0.6
10011177,Fascia Rear Upper Replacement And Paint-CN Only,Paint Work,2.72,2.72
10011178,Fascia Rear Upper Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.72,0.72
10011179,Fascia Rear Upper Replacement And Paint - Sealer Spary-CN Only,Refinish,0.51,0.51
10011180,Fascia Rear Upper Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.49,0.49
10011181,Fascia Rear Upper Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011182,Fascia Rear Upper Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011183,Fascia Rear Upper Removal Refit And Paint-CN Only,Paint Work,2.48,2.48
10011184,Fascia Rear Upper Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.6,0.6
10011185,Fascia Rear Upper Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.34,0.34
10011186,Fascia Rear Upper Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.34,0.34
10011187,Fascia Rear Upper Removal Refit And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011188,Fascia Rear Upper Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011189,Fascia Front Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.34,0.34
10011190,Fender Assembly Front LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.78,0.78
10011191,Fender Assembly Front RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.24,0.24
10011192,Fender Assembly Front RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.24,0.24
10011193,Hood Assembly Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.64,0.64
10011194,Hood Assembly Removal Refit And Paint-CN Only,Paint Work,2.56,2.56
10011195,Hood Assembly Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.38,0.38
10011196,Front Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011197,Front Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
10011199,Putty filler (S)-CN Only,Refinish,0.52,0.52
10011200,Putty filler (M)-CN Only,Refinish,1.13,1.13
10011201,Ankle Catcher Assembly (Remove & Install),Remove and Install,0.66,0.66
10011202,Ankle Catcher Assembly (Remove & Replace),Remove and Replace,0.78,0.78
10011203,Trunk Replacement And Paint - Glass Incl. Disassembly & Install-CN Only,Remove and Install,0.0,0.0
10011211,Tow Hook - Front Grille and Applique (Remove & Install),Remove and Install,0.05,0.05
10011212,Tow Hook - Front Grille and Applique (Remove & Replace),Remove and Replace,0.06,0.06
10011501,Grille - Fascia - Front (Remove & Install),Remove and Install,0.35,0.35
10011502,Grille - Fascia - Front (Remove & Replace),Remove and Replace,0.48,0.48
10011601,Extrusion - Bumper Beam - Active Hood- Front (Remove & Install),Remove and Install,0.6,0.6
10011602,Extrusion - Bumper Beam - Active Hood- Front (Remove and Replace),Remove and Replace,0.6,0.6
10011701,Foam - Bumper Beam - Front (Remove & Install),Remove and Install,0.48,0.48
10011702,Foam - Bumper Beam - Front (Remove & Replace),Remove and Replace,0.36,0.36
10012201,Valance - Front Fascia (Remove & Install),Remove and Install,0.36,0.36
10012202,Valance - Front Fascia (Remove & Replace),Remove and Replace,0.36,0.36
10012401,Crush Can - Front - LH (Remove & Install),Remove and Install,1.08,1.08
10012402,Crush Can - Front - LH (Remove & Replace),Remove and Replace,1.14,1.14
10012411,Crush Can - Front - RH (Remove & Install),Remove and Install,1.08,1.08
10012412,Crush Can - Front - RH (Remove & Replace),Remove and Replace,1.14,1.14
10012801,Fascia Assembly - Rear - Upper (Remove & Install),Remove and Install,0.72,0.72
10012802,Fascia Assembly - Rear - Upper (Remove & Replace),Remove and Replace,0.72,0.72
10012901,Fascia Assembly - Rear - Lower (Remove & Install),Remove and Install,0.6,0.6
10012902,Fascia Assembly - Rear - Lower (Remove & Replace),Remove and Replace,0.66,0.66
10013001,Fascia Assembly - Rear (Remove & Install),Remove and Install,0.54,0.54
10013002,Fascia Assembly - Rear (Remove & Replace),Remove and Replace,0.72,0.72
10013008,Fascia Assembly - Rear (Swap),Restore,0.96,0.96
10013101,Bumper Beam - Rear (Remove & Install),Remove and Install,1.14,1.14
10013102,Bumper Beam - Rear (Remove & Replace),Remove and Replace,1.14,1.14
10014001,Cover - Tow Hook - Front (Remove & Install),Remove and Install,0.05,0.05
10014002,Cover - Tow Hook - Front (Remove & Replace),Remove and Replace,0.06,0.06
10014301,Bracket - Rear - Center (Remove & Install),Remove and Install,1.02,1.02
10014302,Bracket - Rear - Center (Remove & Replace),Remove and Replace,1.02,1.02
10014601,Air Extractor - LH (Remove & Install),Remove and Install,0.9,0.9
10014602,Air Extractor - LH (Remove & Replace),Remove and Replace,0.9,0.9
10014901,Air Extractor - RH (Remove & Install),Remove and Install,0.9,0.9
10014902,Air Extractor - RH (Remove & Replace),Remove and Replace,0.9,0.9
10015101,Reinforcement - Front Fascia - LH (Remove & Install),Remove and Install,0.25,0.25
10015102,Reinforcement - Front Fascia - LH (Remove and Replace),Remove and Replace,0.3,0.3
10015901,Reinforcement - Front Fascia - RH (Remove & Install),Remove and Install,0.25,0.25
10015902,Reinforcement - Front Fascia - RH (Remove and Replace),Remove and Replace,0.3,0.3
10016101,Bracket - Rear Wing - LH (Remove & Install),Remove and Install,0.66,0.66
10016102,Bracket - Rear Wing - LH (Remove & Replace),Remove and Replace,0.66,0.66
10016201,Bracket - Rear Wing - RH (Remove & Install),Remove and Install,0.66,0.66
10016202,Bracket - Rear Wing - RH (Remove and Replace),Remove and Replace,0.66,0.66
10016301,Bracket - Rear Wing - Pair (Remove & Install),Remove and Install,0.65,0.65
10016302,Bracket - Rear Wing - Pair (Remove & Replace),Remove and Replace,0.72,0.72
10017101,Bracket - Taillight - LH (Remove & Install),Remove and Install,0.96,0.96
10017102,Bracket - Taillight - LH (Remove & Replace),Remove and Replace,0.96,0.96
10017652,Trailer Hitch - Rear Energy Absorber (Retrofit),Retrofit,0.96,0.96
10018101,Bracket - Fascia Center To Fender - LH (Remove & Install),Remove and Install,0.4,0.4
10018102,Bracket - Fascia Center To Fender - LH (Remove and Replace),Remove and Replace,0.48,0.48
10018201,Bracket - Fascia Center To Fender - RH (Remove & Install),Remove and Install,0.35,0.35
10018202,Bracket - Fascia Center To Fender - RH (Remove and Replace),Remove and Replace,0.42,0.42
10018801,Liner Stiffener- Front Wheel House - LH (Remove & Install),Remove and Install,0.05,0.05
10018802,Liner Stiffener- Front Wheel House - LH (Remove & Replace),Remove and Replace,0.06,0.06
10018928,Visual Paint Inspection,Inspection,0.2,0.2
10100002,Bracket - Crash Can - SubFrame - RH (Remove and Replace),Remove and Replace,0.78,0.78
10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
101000128,Seat Protectiong Coating - 5 seats (Korea),Maintenance,0.45,0.45
10100102202,ASSEMBLY - A PILLAR OUTER - RIGHT HAND,Remove and Replace,34.3,34.3
10100102302,A-PILLAR OUTER REINFORCEMENT (SECTION) - RIGHT,Remove and Replace,15.45,15.45
10100102502,ASSEMBLY - BODY SIDE OUTER - LEFT HAND,Remove and Replace,12.65,12.65
10100102602,ASSEMBLY - HINGE PILLAR - RIGHT HAND,Remove and Replace,20.5,20.5
10100102702,HINGE PILLAR (SECTION)- RIGHT,Remove and Replace,12.35,12.35
