id,code,name,workType,modelID,modelName,frt,chargedHours,procedureURL
47084,10101032602,Front Frame Rail Inner (Large Section),Remove and Replace,36,2025+ Model Y,44.8,44.8,
47085,10101032702,Front Frame Rail Inner (Large Section),Remove and Replace,36,2025+ Model Y,44.8,44.8,
47086,10101032802,Front Frame Rail Inner Reinforcement (Complete),Remove and Replace,36,2025+ Model Y,35.6,35.6,
47087,10101032902,Front Frame Rail Inner Reinforcement (Complete),Remove and Replace,36,2025+ Model Y,35.6,35.6,
47092,10101033002,Front Subframe Mount (Inner),Remove and Replace,36,2025+ Model Y,1.2,1.2,
47093,10101033102,Front Subframe Mount (Inner),Remove and Replace,36,2025+ Model Y,1.2,1.2,
47122,10101033202,Front Subframe Mount (Rear),Remove and Replace,36,2025+ Model Y,10.1,10.1,
47123,10101033302,Front Subframe Mount (Rear),Remove and Replace,36,2025+ Model Y,10.1,10.1,
47124,10101033402,Front Subframe Support,Remove and Replace,36,2025+ Model Y,8.4,8.4,
47125,10101033502,Front Subframe Support,Remove and Replace,36,2025+ Model Y,8.4,8.4,
47126,10101033602,Front Trunk Bracket,Remove and Replace,36,2025+ Model Y,1.56,1.56,
47127,10101033702,Front Trunk Bracket,Remove and Replace,36,2025+ Model Y,1.56,1.56,
47204,10101033802,Longitudinal Upper,Remove and Replace,36,2025+ Model Y,8.55,8.55,
47205,10101033902,Longitudinal Upper,Remove and Replace,36,2025+ Model Y,8.55,8.55,
47206,10101034002,Lower Fender Inner Bracket,Remove and Replace,36,2025+ Model Y,0.48,0.48,
47207,10101034102,Lower Fender Inner Bracket,Remove and Replace,36,2025+ Model Y,0.48,0.48,
47214,10101034202,Shock Tower Brace Bracket,Remove and Replace,36,2025+ Model Y,1.98,1.98,
47215,10101034302,Shock Tower Brace Bracket,Remove and Replace,36,2025+ Model Y,1.98,1.98,
47216,10101034402,Shock Tower Cap,Remove and Replace,36,2025+ Model Y,14.2,14.2,
47217,10101034502,Shock Tower Cap,Remove and Replace,36,2025+ Model Y,14.2,14.2,
47218,10101034602,Shock Tower Support (Front),Remove and Replace,36,2025+ Model Y,8.2,8.2,
47219,10101034702,Shock Tower Support (Front),Remove and Replace,36,2025+ Model Y,8.2,8.2,
47220,10101034802,Shock Tower Support (Rear),Remove and Replace,36,2025+ Model Y,4.68,4.68,
47221,10101034902,Shock Tower Support (Rear),Remove and Replace,36,2025+ Model Y,4.68,4.68,
47222,10101035002,Subframe Attachment Cap,Remove and Replace,36,2025+ Model Y,7.65,7.65,
47223,10101035102,Subframe Attachment Cap,Remove and Replace,36,2025+ Model Y,7.65,7.65,
47224,10101035202,Toeboard Outer,Remove and Replace,36,2025+ Model Y,2.7,2.7,
47225,10101035302,Torque Box Rear Upper,Remove and Replace,36,2025+ Model Y,2.7,2.7,
47227,10101035402,VIN Plate Bracket,Remove and Replace,36,2025+ Model Y,0.36,0.36,
47232,10101035502,Wiper Bracket (Inboard LH),Remove and Replace,36,2025+ Model Y,0.6,0.6,
47233,10101035602,Wiper Bracket (Inboard RH),Remove and Replace,36,2025+ Model Y,1.08,1.08,
47234,10101035702,Wiper Bracket (Outboard),Remove and Replace,36,2025+ Model Y,0.66,0.66,
47235,10101035802,Wiper Bracket (Outboard),Remove and Replace,36,2025+ Model Y,0.66,0.66,
45094,10101800001,Rear Panel (Model YL),Remove and Install,36,2025+ Model Y,0.78,0.78,
45095,10101800002,Rear Panel (Model YL),Remove and Replace,36,2025+ Model Y,0.78,0.78,
41713,10101809302,ASSEMBLY REAR PANEL SIDE - LEFT HAND ,Remove and Replace,36,2025+ Model Y,5.22,5.22,
41711,10101809402,ASSEMBLY REAR PANEL SIDE - RIGHT HAND - SERVICE E-COATED,Remove and Replace,36,2025+ Model Y,5.22,5.22,
42296,10101809802,Body Side Outer Rear Extension Lower- Left,Remove and Replace,36,2025+ Model Y,2.7,2.7,
42270,10101810002,BODY SIDE OUTER - REAR EXTERIOR LOWER - RIGHT HAND SERVICE E-COATED,Remove and Replace,36,2025+ Model Y,2.7,2.7,
44674,10101810722,Rear Quarter Outer (Lower) LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.28,1.28,
44678,10101810822,Rear Quarter Outer (Lower) LH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.07,0.07,
44682,10101810922,Rear Quarter Outer (Lower) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44686,10101811022,Rear Quarter Outer (Lower) RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.28,1.28,
44690,10101811122,Rear Quarter Outer (Lower) RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.07,0.07,
44692,10101811222,Rear Panel Side Assembly (for 1–Piece Cast Under Body) LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.28,0.28,
44694,10101811322,Rear Panel Side Assembly (for 1–Piece Cast Under Body) LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.36,0.36,
44696,10101811422,Rear Panel Side Assembly (for 1–Piece Cast Under Body) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.28,0.28,
44698,10101811522,Rear Panel Side Assembly (for 1–Piece Cast Under Body) RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.36,0.36,
44707,10101811622,Lampcan Drain Channel LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.3,0.3,
44709,10101811722,Lampcan Drain Channel LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.4,0.4,
44711,10101811822,Lampcan Drain Channel RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.3,0.3,
41170,10101811902,ASSEMBLY - LAMP CAN - LEFT HAND,Remove and Replace,36,2025+ Model Y,4.02,4.02,
44713,10101811922,Lampcan Drain Channel RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.4,0.4,
41172,10101812002,ASSEMBLY - LAMP CAN - RIGHT HAND,Remove and Replace,36,2025+ Model Y,6.25,6.25,
44793,10101812022,Rear Quarter Outer (Lower) LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.7,3.7,
44797,10101812122,Rear Quarter Outer (Lower) RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.7,3.7,
44799,10101812222,Rear Panel Side Assembly (for 1–Piece Cast Under Body) LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.46,3.46,
44801,10101812322,Rear Panel Side Assembly (for 1–Piece Cast Under Body) RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.46,3.46,
44803,10101812422,Lampcan Drain Channel LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.46,3.46,
44805,10101812522,Lampcan Drain Channel RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,6.95,6.95,
42495,10101820802,BRACKET - BUMPSTOP SERVICE E-COATED,Remove and Replace,36,2025+ Model Y,0.24,0.24,
47058,10101822802,Bump stop bracket,Remove and Replace,36,2025+ Model Y,0.42,0.42,
47202,10101823102,Lampcan Drain Channel,Remove and Replace,36,2025+ Model Y,3.3,3.3,
47203,10101823202,Lampcan Drain Channel,Remove and Replace,36,2025+ Model Y,3.3,3.3,
41593,10101904402,ASSEMBLY - REAR WHEELEFTOUSE EXTENSION - LEFT HAND ( FRONT),Remove and Replace,36,2025+ Model Y,20.3,20.3,
41590,10101904602,ASSEMBLY - REAR WHEELEFTOUSE EXTENSION - RIGHT HAND ( FRONT),Remove and Replace,36,2025+ Model Y,20.3,20.3,
41104,10101908202,ASSEMBLY - CANTRAIL EXTENSION INNER - LEFT HAND,Remove and Replace,36,2025+ Model Y,24.55,24.55,
41105,10101908302,ASSEMBLY - CANTRAIL EXTENSION INNER - RIGHT HAND,Remove and Replace,36,2025+ Model Y,24.55,24.55,
42268,10101908402,Roof Rail Extension,Remove and Replace,36,2025+ Model Y,18.4,18.4,
41344,10101908602,PANEL - REAR QUARTER INNER - LEFT HAND,Remove and Replace,36,2025+ Model Y,24.7,24.7,
41345,10101908702,PANEL - REAR QUARTER INNER - RIGHT HAND,Remove and Replace,36,2025+ Model Y,24.7,24.7,
44715,10101910722,Dogleg Lower LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.0,1.0,
44717,10101910822,Dogleg Lower LH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44719,10101910922,Dogleg Lower LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44721,10101911022,Dogleg Lower LH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44723,10101911122,Dogleg Lower RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.0,1.0,
44725,10101911222,Dogleg Lower RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44727,10101911322,Dogleg Lower RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44729,10101911422,Dogleg Lower RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44807,10101911522,Dogleg Lower LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,23.47,23.47,
44809,10101911622,Dogleg Lower RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,23.47,23.47,
44821,10101911722,Rear Quarter Inner Assembly LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,26.72,26.72,
44823,10101911822,Rear Quarter Inner Assembly LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44825,10101911922,Rear Quarter Inner Assembly LH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44827,10101912022,Rear Quarter Inner Assembly LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.2,1.2,
44829,10101912122,Rear Quarter Inner Assembly LH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44831,10101912222,Rear Quarter Inner Assembly RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,26.72,26.72,
44833,10101912322,Rear Quarter Inner Assembly RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44835,10101912422,Rear Quarter Inner Assembly RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44837,10101912522,Rear Quarter Inner Assembly RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.2,1.2,
44839,10101912622,Rear Quarter Inner Assembly RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44863,10101912722,Rear Wheelhouse Extension LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,23.97,23.97,
44867,10101912822,Rear Wheelhouse Extension LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.0,1.0,
44871,10101912922,Rear Wheelhouse Extension LH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44875,10101913022,Rear Wheelhouse Extension LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44879,10101913122,Rear Wheelhouse Extension LH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44883,10101913222,Rear Wheelhouse Extension RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,23.97,23.97,
44887,10101913322,Rear Wheelhouse Extension RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.0,1.0,
44891,10101913422,Rear Wheelhouse Extension RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44895,10101913522,Rear Wheelhouse Extension RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44899,10101913622,Rear Wheelhouse Extension RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44903,10101913722,Wheelhouse Outer Extension LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.08,3.08,
44907,10101913822,Wheelhouse Outer Extension LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.45,0.45,
44911,10101913922,Wheelhouse Outer Extension LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.89,0.89,
44915,10101914022,Wheelhouse Outer Extension LH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.06,0.06,
44919,10101914122,Wheelhouse Outer Extension RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,3.08,3.08,
44923,10101914222,Wheelhouse Outer Extension RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.45,0.45,
44927,10101914322,Wheelhouse Outer Extension RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.89,0.89,
44931,10101914422,Wheelhouse Outer Extension RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.06,0.06,
44935,10101914522,Rear Wheel Arch (Complete) LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,33.47,33.47,
44939,10101914622,Rear Wheel Arch (Complete) LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44943,10101914722,Rear Wheel Arch (Complete) LH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44947,10101914822,Rear Wheel Arch (Complete) LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44951,10101914922,Rear Wheel Arch (Complete) LH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44964,10101915022,Rear Wheel Arch (Complete) RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,32.47,32.47,
44968,10101915122,Rear Wheel Arch (Complete) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44972,10101915222,Rear Wheel Arch (Complete) RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44976,10101915322,Rear Wheel Arch (Complete) RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44980,10101915422,Rear Wheel Arch (Complete) RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
44986,10101915522,Rear Wheel Arch (Section) RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,16.27,16.27,
44988,10101915622,Rear Wheel Arch (Section) RH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,36,2025+ Model Y,12.5,12.5,
44990,10101915722,Rear Wheel Arch (Section) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
44992,10101915822,Rear Wheel Arch (Section) RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,0.9,0.9,
44994,10101915922,Rear Wheel Arch (Section) RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.1,1.1,
42986,10101916002,ASSEMBLY - WHEELEFTOUSE OUTER - LEFT HAND,Remove and Replace,36,2025+ Model Y,24.6,24.6,
44996,10101916022,Rear Wheel Arch (Section) RH Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.67,0.67,
42907,10101916202,PANEL - DOG LEG LOWER - LEFT HAND,Remove and Replace,36,2025+ Model Y,19.0,19.0,
42906,10101916302,PANEL - DOG LEG LOWER - RIGHT HAND,Remove and Replace,36,2025+ Model Y,19.0,19.0,
42985,10101917202,WHEELEFTOUSE OUTER ASSEMBLY - RIGHT HAND - E-COATED,Remove and Replace,36,2025+ Model Y,24.6,24.6,
43042,10101919802,Wheelhouse Extension (Rear),Remove and Replace,36,2025+ Model Y,5.28,5.28,
43043,10101919902,Wheelhouse Extension (Rear),Remove and Replace,36,2025+ Model Y,5.28,5.28,
43345,10101920302,Roof Rail Extension,Remove and Replace,36,2025+ Model Y,18.4,18.4,
44279,10101921702,Rear Quarter Inner,Remove and Replace,36,2025+ Model Y,24.7,24.7,
44280,10101921802,Rear Quarter Inner,Remove and Replace,36,2025+ Model Y,24.7,24.7,
44292,10101921902,Rear Quarter Inner Gusset,Remove and Replace,36,2025+ Model Y,25.5,25.5,
44293,10101922002,Rear Quarter Inner Gusset,Remove and Replace,36,2025+ Model Y,25.5,25.5,
47059,10101922202,Coat Hook Clip Bracket ,Remove and Replace,36,2025+ Model Y,0.54,0.54,
47060,10101922302,Coat Hook Clip Bracket ,Remove and Replace,36,2025+ Model Y,0.54,0.54,
47075,10101922402,Coat Hook Clip Bracket - Mechanical ,Remove and Replace,36,2025+ Model Y,0.0,0.0,
47076,10101922502,Coat Hook Clip Bracket - Mechanical ,Remove and Replace,36,2025+ Model Y,0.0,0.0,
47228,10101922602,Wheelhouse Extension (Front),Remove and Replace,36,2025+ Model Y,4.8,4.8,
47229,10101922702,Wheelhouse Extension (Front),Remove and Replace,36,2025+ Model Y,4.8,4.8,
49829,10101923402,PANEL - DIVIDER BAR - LONG WHEELBASE - LEFT HAND,Remove and Replace,36,2025+ Model Y,28.95,28.95,
49830,10101923502,PANEL - DIVIDER BAR - LONG WHEELBASE - RIGHT HAND,Remove and Replace,36,2025+ Model Y,28.95,28.95,
46977,10102002502,Rear Rail (Small Section),Remove and Replace,36,2025+ Model Y,13.0,13.0,
46978,10102002602,Rear Rail (Small Section),Remove and Replace,36,2025+ Model Y,13.0,13.0,
47208,10102002802,Rear Panel Side Assembly,Remove and Replace,36,2025+ Model Y,2.64,2.64,
47209,10102002902,Rear Panel Side Assembly,Remove and Replace,36,2025+ Model Y,1.2,1.2,
41378,10102100302,REAR UNDER BODY FLOOR CROSSMEMBER E-COATED,Remove and Replace,36,2025+ Model Y,1.38,1.38,
42631,10102100602,Rear Rail (Cast)- Left,Remove and Replace,36,2025+ Model Y,11.95,11.95,
42630,10102100702,Rear Rail (Cast)-Right,Remove and Replace,36,2025+ Model Y,11.95,11.95,
44300,10102100902,LOWER WING BRACKET LEFT HAND,Remove and Replace,36,2025+ Model Y,2.22,2.22,
44299,10102101002,LOWER WING BRACKET RIGHT HAND,Remove and Replace,36,2025+ Model Y,2.22,2.22,
42297,10102101302,Cast Rub (Replace),Remove and Replace,36,2025+ Model Y,24.5,24.5,
42635,10102101402,Wheelhouse Inner (Front Section),Remove and Replace,36,2025+ Model Y,29.65,29.65,
44998,10102101422,Cast Rear Under Body (1–Piece) Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,26.2,26.2,
42636,10102101502,Wheelhouse Inner (Front Section),Remove and Replace,36,2025+ Model Y,29.65,29.65,
45000,10102101522,Cast Rear Under Body (1–Piece) Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.7,0.7,
45019,10102101600,Rear Rail (Cast) LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.3,0.3,
45002,10102101622,Cast Rear Under Body (1–Piece) Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.0,1.0,
45015,10102101722,Rear Rail (Cast) LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,11.48,11.48,
45017,10102101822,Rear Rail (Cast) LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.33,0.33,
45024,10102101922,Rear Rail (Cast) RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,11.48,11.48,
45026,10102102022,Rear Rail (Cast) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.33,0.33,
45028,10102102122,Rear Rail (Cast) RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.3,0.3,
45034,10102102202,Rear Frame Rail End Plate LH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,36,2025+ Model Y,7.3,7.3,
45032,10102102222,Rear Frame Rail End Plate LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,7.7,7.7,
45045,10102102302,Rear Frame Rail End Plate RH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,36,2025+ Model Y,7.3,7.3,
45038,10102102322,Rear Frame Rail End Plate LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.2,0.2,
45042,10102102422,Rear Frame Rail End Plate LH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.2,0.2,
45060,10102102502,Wing Bracket (Lower) RH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,36,2025+ Model Y,1.05,1.05,
45044,10102102522,Rear Frame Rail End Plate RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,7.7,7.7,
45075,10102102602,Rear Rail (Cast) With Wheelhouse Section,Remove and Replace,36,2025+ Model Y,14.5,14.5,
45047,10102102622,Rear Frame Rail End Plate RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.2,0.2,
45076,10102102702,Rear Rail (Cast) With Wheelhouse Section,Remove and Replace,36,2025+ Model Y,14.5,14.5,
45049,10102102722,Rear Frame Rail End Plate RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.2,0.2,
45052,10102102822,Wing Bracket (Lower) LH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,1.55,1.55,
47210,10102102902,RUB Rail Large Service Assembly ,Remove and Replace,36,2025+ Model Y,13.3,13.3,
45055,10102102922,Wing Bracket (Lower) LH  Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.2,0.2,
47211,10102103002,RUB Rail Large Service Assembly ,Remove and Replace,36,2025+ Model Y,13.3,13.3,
45057,10102103022,Wing Bracket (Lower) LH  Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.3,0.3,
47212,10102103102,Rub Rail Small Service Assembly,Remove and Replace,36,2025+ Model Y,10.3,10.3,
45059,10102103122,Wing Bracket (Lower) RH Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,1.55,1.55,
47213,10102103202,Rub Rail Small Service Assembly,Remove and Replace,36,2025+ Model Y,10.3,10.3,
45062,10102103222,Wing Bracket (Lower) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,0.2,0.2,
47230,10102103302,Wing Bracket (Lower),Remove and Replace,36,2025+ Model Y,1.38,1.38,
45064,10102103322,Wing Bracket (Lower) RH Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,0.3,0.3,
47231,10102103402,Wing Bracket (Lower),Remove and Replace,36,2025+ Model Y,1.38,1.38,
42913,10102201502,Motor Cover (Small Area),Remove and Replace,36,2025+ Model Y,1.14,1.14,
41150,10102703302,ASSEMBLY - FRONT HEADER LOWER,Remove and Replace,36,2025+ Model Y,7.8,7.8,
41339,10102703502,PANEL - REAR HEADER UPPER,Remove and Replace,36,2025+ Model Y,6.5,6.5,
43308,10102703902,PANEL - FRONT HEADER UPPER,Remove and Replace,36,2025+ Model Y,5.58,5.58,
42272,10102705802,FRONT HEADER EXTENSION - LEFT HAND - E-COATED,Remove and Replace,36,2025+ Model Y,2.22,2.22,
42271,10102705902,FRONT HEADER EXTENSION - RIGHT HAND SERVICE E-COATED,Remove and Replace,36,2025+ Model Y,2.22,2.22,
43034,10102706702,Rear Header Lower,Remove and Replace,36,2025+ Model Y,8.95,8.95,
44553,10102902222,Sill Outer (Complete) Replacement And Paint - Sealer Spray-CN Only,Paint Work,36,2025+ Model Y,1.45,1.45,
44557,10102902322,Sill Outer (Complete) Replacement And Paint - Sealer Sanding-CN Only,Paint Work,36,2025+ Model Y,1.45,1.45,
44561,10102902422,Sill Outer (Complete) Replacement And Paint - Painting-CN Only,Paint Work,36,2025+ Model Y,1.7,1.7,
44565,10102902522,Sill Outer (Complete) Replacement And Paint - Polishing-CN Only,Paint Work,36,2025+ Model Y,0.8,0.8,
44773,10102902622,Sill Outer (Complete) Replacement And Paint-CN Only,Paint Work,36,2025+ Model Y,15.25,15.25,
44549,10102904402,Sill Outer (Complete) Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,36,2025+ Model Y,9.85,9.85,
44099,10103100129,Steel Cosmetic (XS)-CN Only,Repair,36,2025+ Model Y,0.5,0.5,
44103,10103100229,Alumiunm Cosmetic (XS)-CN Only,Repair,36,2025+ Model Y,0.5,0.5,
35817,10108208,Corrosion Protection (Refinish),Restore,36,2025+ Model Y,0.0,0.0,
39060,10108500,Create Imprint Of Vin,Inspection,36,2025+ Model Y,0.12,0.12,
35641,10108608,Tesla Body Repair - Body Labor,Body Shop,36,2025+ Model Y,0.0,0.0,
35642,10108808,Tesla Body Repair - Sublet,Body Shop,36,2025+ Model Y,0.0,0.0,
35643,10109008,Structural Body Repair,Repair,36,2025+ Model Y,0.0,0.0,
35644,10109108,Non-Structural Body Repair,Restore,36,2025+ Model Y,0.0,0.0,
35645,10109608,Tesla Body Repair - Insurance Pay,Body Shop,36,2025+ Model Y,0.0,0.0,
35845,10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,36,2025+ Model Y,0.0,0.0,
45096,10200100002,Glass - Body - Rear Quarter - RH (Model YL),Remove and Replace,36,2025+ Model Y,1.5,1.5,
45097,10200100102,Glass - Body - Rear Quarter - LH (Model YL),Remove and Replace,36,2025+ Model Y,1.5,1.5,
47509,1020010101,Glass - Door - Front - LH (Model Y Premium),Remove and Install,36,2025+ Model Y,0.3,0.3,
47511,1020010102,Glass - Door - Front - LH (Model Y Premium),Remove and Replace,36,2025+ Model Y,0.3,0.3,
40400,1020010201,Moving Side Glass - Front Door - RH,Remove and Install,36,2025+ Model Y,0.3,0.3,
40399,1020010202,Moving Side Glass - Front Door - RH,Remove and Replace,36,2025+ Model Y,0.3,0.3,
47515,1020010301,Glass - Door - Rear - LH,Remove and Install,36,2025+ Model Y,0.3,0.3,
47516,1020010302,Glass - Door - Rear - LH,Remove and Replace,36,2025+ Model Y,0.3,0.3,
47475,1020010401,Glass - Door - RH - Rear,Remove and Install,36,2025+ Model Y,0.3,0.3,
47517,1020010402,Glass - Door - Rear - RH,Remove and Replace,36,2025+ Model Y,0.3,0.3,
39601,1020010501,Quarter Glass Assembly - Rear - LH,Remove and Install,36,2025+ Model Y,1.26,1.26,
40119,1020010502,Quarter Glass Assembly - Rear - LH,Remove and Replace,36,2025+ Model Y,1.26,1.26,
39602,1020010601,Quarter Glass Assembly - Rear - RH,Remove and Install,36,2025+ Model Y,1.2,1.2,
40120,1020010602,Quarter Glass Assembly - Rear - RH,Remove and Replace,36,2025+ Model Y,1.0,1.0,
35815,10200108,Glass Chip Repair - Windshield,Restore,36,2025+ Model Y,0.54,0.54,
35873,10200118,Glass Scratch Repair - Windshield,Restore,36,2025+ Model Y,0.36,0.36,
37247,10200128,Windshield Chip Repair (EMEA),Restore,36,2025+ Model Y,0.54,0.54,
45098,10200200001,Backlite Glass (Model YL),Remove and Install,36,2025+ Model Y,2.22,2.22,
45099,10200200102,Backlite Glass (Model YL),Remove and Replace,36,2025+ Model Y,1.68,1.68,
47819,10200201001,Glass - Door - Front - LH (Model Y Standard) ,Remove and Install,36,2025+ Model Y,0.3,0.3,
47825,10200201002,Glass - Door - Front - LH (Model Y Standard) ,Remove and Replace,36,2025+ Model Y,0.3,0.3,
